"key","source","Translation"
"[476ECFA143659FD47DE36BA98BE3EEBC]::94588BC14CDAF38580725E92B8F99C12","Blind the Dimensional Shambler to slow it down, by pressing:","Щоб уповільнити Міжвимірного Блукача, осліпіть його, натиснувши:"
"[476ECFA143659FD47DE36BA98BE3EEBC]::2A0F1C51433BB6ECA3D8708F9F1EB331","Blind","Осліпити"
"[497B7786480428EB8F7469951C136361]::C6D326E4421366A4569B719807241D04","Small bottle of sleeping pills. Probably used on patients who have trouble sleeping to find slumber.","Маленька пляшечка зі снодійним. Ймовірно, застосовуються для пацієнтів, які мають труднощі зі сном."
"[497B7786480428EB8F7469951C136361]::62B468E040D2FF10EC8B99825B1D32BA","Sleeping pills","Снодійне"
"[49E095D8425E123B85912DB17EB818E1]::F16B2FA54BA5C1B916FBCA919656E72E","Examine the dying patient","Оглянути помираючого пацієнти"
"[49E095D8425E123B85912DB17EB818E1]::2B3F82A64655DA02A94999A60014EF62","Distract Donovan","Відволікти Донована"
"[49E095D8425E123B85912DB17EB818E1]::BF11AEC64D3630CA5A6E05BAE200F863","Get into Fuller's office","Пробратися до кабінету Фуллера"
"[49E095D8425E123B85912DB17EB818E1]::F31654044A24D415E31326A7B10FEE48","Go down into the psychiatric wing","Спуститися до психіатричного відділення"
"[49E095D8425E123B85912DB17EB818E1]::C87B214F496E3808104289AE16170391","Find a tool","Знайти інструмент"
"[49E095D8425E123B85912DB17EB818E1]::31A431A64D400A73A36989B9A6431688","Search Fuller's office","Оглянути кабінет Фуллера"
"[49E095D8425E123B85912DB17EB818E1]::13E3B840424D2EB7983F12ADBEC65CD9","Cut off the water","Перекрити воду"
"[49E095D8425E123B85912DB17EB818E1]::CBBBDBCA478B575B68378E908424509D","Go back to Elizabeth","Повернутися до Елізабет"
"[4A4283E74405CB538B8722A1BBEB031A]::AA7F15EC477867700307DA972F1F1D47","A Fire Poker found in Riverside Institute’s Boiler Room.","Коцюба, знайдена в котельні Інституту Ріверсайд."
"[4A4283E74405CB538B8722A1BBEB031A]::F1333BE14EFBBFD9856D448F965EDD29","Poker","Коцюба"
"[4A8735B84B5C38FEE8F0318501809F4F]::0712DFEF47350C9C5CC971B5A097F1C3","A dense work aimed at interns and young practitioners. This first volume lists all illnesses known in the civilized world. It details the symptoms and suitable treatment.","Солідне видання, призначена для інтернів та молодих лікарів. Перший том містить перелік усіх відомих у цивілізованому світі хвороб, з описом симптомів та належного лікування."
"[4A8735B84B5C38FEE8F0318501809F4F]::697797C348C54C4BF826F7928AFDEA92","The Learning of Medicine, Volume 1","«Основи медицини. Том I»"
"[4ADB0E41465EA2786CED579A38C4A7E6]::CE152E2747D961C560656889CBCC9539","An ancient amulet, probably Amerindian. I wonder what its purpose could be.","Стародавній амулет, імовірно індіанського походження. Цікаво, для чого він призначався."
"[4ADB0E41465EA2786CED579A38C4A7E6]::1370DF254E1C5DB3643F479EA19C8FCA","Amulet","Амулет"
"[4B16F650492B7803E07FE8B7D59109B3]::F2038CBA4D611ABA6BB01D934293DD93","I'll certainly find something on Darkwater in my bookcase…","Можливо, я знайду щось про Дарквотер у своїй книжковій шафі..."
"[4B16F650492B7803E07FE8B7D59109B3]::15849BD24B36C29CD323A3B32B87FAB3","Find out about Darkwater","Дізнатися більше про Дарквотер"
"[4B16F650492B7803E07FE8B7D59109B3]::486563E34711064016FB1D9F2A8EF637","Stephen Webster, the wealthy industrialist, came to my office. He wants me to reopen the Sarah Hawkins case, named after his daughter, who died in a fire alongside her entire family.<lf>I must examine the documents he compiled in order to know more about the case.","Стівен Вебстер, заможний промисловець, прийшов до мене в кабінет. Він хоче, щоб я знову взявся за справу Сари Гокінс — його доньки, яка загинула під час пожежі разом із усією родиною.<lf>Я маю вивчити зібрані ним документи, щоб дізнатися більше про цю справу."
"[4B16F650492B7803E07FE8B7D59109B3]::2BB921A44A30857403241DB410653641","Examine the Hawkins file","Дослідити справу Гокінс"
"[4B16F650492B7803E07FE8B7D59109B3]::78675BC9430695351B50DE86D9B91821","A strange picture, painted by Sarah Hawkins a short while before her tragic death, was sent to her father just after the artist died. He is convinced that she is the sender. He brought me the painting so that I could examine it.","Дивна картина, написана Сарою Гокінс незадовго до її трагічної смерті, була надіслана її батькові вже після загибелі художниці. Він переконаний, що саме вона була відправницею. Він приніс мені картину, щоб я її дослідив."
"[4B16F650492B7803E07FE8B7D59109B3]::643ABC224DA1D6206509F1A5DC804B91","Examine the painting","Оглянути картину"
"[4B16F650492B7803E07FE8B7D59109B3]::FFB405D649C682918C493A868865E50A","All that remains is to leave for Darkwater.","Залишилося лише вирушити до Дарквотера."
"[4B16F650492B7803E07FE8B7D59109B3]::61DC01864E834A5ECCC3CCB2681BBD8A","Leave for Darkwater","Вирушити до Дарквотера"
"[4B41DDE14261ED84EA7492A60B76D049]::31246900493797D8ACDB2190C7FCB319","In the entrance hall of the mansion, a lighted lamp seems to be waiting for us. And the old caretaker who thinks he can stop people from entering...<lf>I must find the place where the Hawkins family died. En route, I'll pick up as much information as I can on their life.","У вестибюлі маєтку нас ніби чекає запалена лампа. І старий доглядач, який думає, що зможе зупинити будь-кого від проникнення...<lf>Я маю знайти місце, де загинула родина Гокінсів. По дорозі зберу якомога більше інформації про їхнє життя."
